Class ID,city,dates,year,month,day,cit,Department/College,Course Level,Course Title,Tour?,TILT?,Date Taught,Session Number,AM/PM,Hour Count,Duplicate?,ACRL,IPED,classes,Building/Room,Distance Class?,Location of Site 1,Site 1 Number of Students,Location of Site 2,Site 2 Number of Students,Location of Site 3,Site 3 Number of Students,Location of Site 4,Site 4 Number of Students,Location of Site 5,Site 5 Number of Students,Location of Site 6,Site 6 Number of Students,Location of Site 7,Site 7 Number of Students,Location of Site 8,Site 8 Number of Students,Location of Site 9,Site 9 Number of Students,Location of Site 10,Site 10 Number of Students
3585,Pocatello,02-Oct-13,,,,Pocatello,Division of Health Sciecnes,Lower Division,SPAN 2210,FALSE,FALSE,02-Oct-13,Single Session,AM,1,FALSE,14,14,Pocatello,LIBR16,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
3626,Pocatello,02-Oct-13,,,,Pocatello,College of Arts and Letters,Lower Division,ENGL 1102,FALSE,FALSE,02-Oct-13,First Session,AM,1,FALSE,23,23,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
3674,Pocatello,02-Oct-13,,,,Pocatello,College of Technology,Lower Division,Practical Nursing Library Orientation,FALSE,FALSE,02-Oct-13,Single Session,AM,1.5,TRUE,45,45,Pocatello,CE Nursing Classroom,FALSE,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
3520,Pocatello,01-Oct-13,,,,Pocatello,Division of Health Sciences,Graduate,OT EBP Workshop,FALSE,FALSE,01-Oct-13,Single Session,AM,3,FALSE,18,18,Pocatello,LIBR 212,FALSE,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
3530,Idaho Falls,01-Oct-13,,,,Idaho Falls,College of Arts and Letters,Lower Division,ACAD 104,FALSE,FALSE,01-Oct-13,Single Session,PM,1,FALSE,26,26,Idaho Falls,IF--CHE 307,TRUE,Boise,0,Idaho Falls,26,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
3503,Pocatello,30-Sep-13,,,,Pocatello,College of Arts and Letters,Lower Division,ENGL 1101,TRUE,FALSE,30-Sep-13,First Session,AM,1,FALSE,26,26,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
3528,Idaho Falls,30-Sep-13,,,,Idaho Falls,College of Arts and Letters,Lower Division,ACAD 102 (FYS),FALSE,FALSE,30-Sep-13,Single Session,PM,1,FALSE,16,16,Idaho Falls,IF--CHE307,TRUE,Boise,0,Idaho Falls,16,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
3568,Pocatello,30-Sep-13,,,,Pocatello,College of Arts and Letters,Lower Division,ENGL 101,FALSE,FALSE,30-Sep-13,Single Session,AM,1,FALSE,25,0,Pocatello,LIBR 39,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
3616,Meridian,30-Sep-13,,,,Meridian,Division of Health Sciecnes,Upper Division,PE 6640,FALSE,FALSE,30-Sep-13,Single Session,PM,1,FALSE,10,0,Meridian,,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
3529,Idaho Falls,27-Sep-13,,,,Idaho Falls,College of Arts and Letters,Lower Division,ACAD 104,FALSE,FALSE,27-Sep-13,Single Session,PM,26,FALSE,26,26,Idaho Falls,ULC TAB 250,TRUE,Boise,0,Idaho Falls,26,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
3625,Pocatello,27-Sep-13,,,,Pocatello,College of Arts and Letters,Lower Division,ENGL 1102,FALSE,FALSE,27-Sep-13,Third Session,AM,1,FALSE,0,24,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
3624,Pocatello,25-Sep-13,,,,Pocatello,College of Arts and Letters,Lower Division,ENGL 1102,FALSE,FALSE,25-Sep-13,Second Session,AM,1,FALSE,0,24,Pocatello,REND 215,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
3527,Idaho Falls,24-Sep-13,,,,Idaho Falls,College of Arts and Letters,Lower Division,ACAD 102 (FYS),FALSE,FALSE,24-Sep-13,Single Session,AM,1,FALSE,13,13,Idaho Falls,IF--CHE 308,TRUE,Boise,0,Idaho Falls,13,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
3601,Pocatello,24-Sep-13,,,,Pocatello,College of Arts and Letters,Lower Division,ENGL 0090,FALSE,FALSE,24-Sep-13,Single Session,PM,1.5,FALSE,12,12,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
3602,Pocatello,24-Sep-13,,,,Pocatello,College of Arts and Letters,Lower Division,ENGL 0090,FALSE,FALSE,24-Sep-13,Single Session,PM,1.5,FALSE,18,18,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
3587,Pocatello,23-Sep-13,,,,Pocatello,College of Arts and Letters,Lower Division,ENGL 1100,FALSE,FALSE,23-Sep-13,Third Session,PM,1.5,FALSE,0,24,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
3623,Pocatello,23-Sep-13,,,,Pocatello,College of Arts and Letters,Lower Division,ENGL 1102,FALSE,FALSE,23-Sep-13,First Session,AM,1,FALSE,24,24,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
3519,Pocatello,20-Sep-13,,,,Pocatello,Division of Health Sciences,Upper Division,DHS 4426,FALSE,FALSE,20-Sep-13,Single Session,PM,2,FALSE,4,4,Pocatello,LIBR 212,FALSE,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
3518,Pocatello,19-Sep-13,,,,Pocatello,Division of Health Sciences,Graduate,PTOT 6623,FALSE,FALSE,19-Sep-13,Single Session,AM,1.5,FALSE,23,23,Pocatello,LIBR 212,FALSE,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
3581,Pocatello,19-Sep-13,,,,Pocatello,College of Arts and Letters,Lower Division,ENGL 1100,FALSE,FALSE,19-Sep-13,Second Session,PM,1.5,FALSE,0,24,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
3615,Meridian,19-Sep-13,,,,Meridian,Division of Health Sciecnes,Lower Division,PARM 2215,FALSE,FALSE,19-Sep-13,Single Session,PM,2,FALSE,12,0,Meridian,,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
3583,Pocatello,18-Sep-13,,,,Pocatello,College of Arts and Letters,Lower Division,ENGL 1100,FALSE,FALSE,18-Sep-13,,PM,1,FALSE,12,24,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
3517,Pocatello,17-Sep-13,,,,Pocatello,Division of Health Sciences,Graduate,PTOT 5513,FALSE,FALSE,17-Sep-13,Single Session,AM,3,FALSE,18,18,Pocatello,LIBR 212,FALSE,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
3526,Idaho Falls,17-Sep-13,,,,Idaho Falls,College of Arts and Letters,Lower Division,ACAD 102 (FYS),FALSE,FALSE,17-Sep-13,Single Session,AM,1,FALSE,13,13,Idaho Falls,ULC TAB 250,TRUE,Boise,0,Idaho Falls,13,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
3499,Pocatello,16-Sep-13,,,,Pocatello,College of Arts and Letters,Lower Division,ACAD 102 (FYS),FALSE,FALSE,16-Sep-13,Single Session,AM,1,FALSE,20,20,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
3515,Pocatello,16-Sep-13,,,,Pocatello,Division of Health Sciences,Interns,NTD 4486,FALSE,FALSE,16-Sep-13,Single Session,PM,2,FALSE,18,18,Pocatello,Library Basement Rm 06,FALSE,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
3516,Pocatello,16-Sep-13,,,,Pocatello,Division of Health Sciences,Upper Division,DHS 4426,FALSE,FALSE,16-Sep-13,Single Session,PM,2,FALSE,3,3,Pocatello,LIBR 212,FALSE,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
3525,Idaho Falls,16-Sep-13,,,,Idaho Falls,College of Arts and Letters,Lower Division,ACAD 102 (FYS),FALSE,FALSE,16-Sep-13,Single Session,PM,1,FALSE,16,16,Idaho Falls,ULC TAB 250,TRUE,Boise,0,Idaho Falls,16,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
3613,Meridian,16-Sep-13,,,,Meridian,Division of Health Sciecnes,Upper Division,CSED 6620,FALSE,FALSE,16-Sep-13,Single Session,PM,1,FALSE,30,0,Meridian,,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
3622,Pocatello,14-Sep-13,,,,Pocatello,College of Education,Graduate,,FALSE,FALSE,14-Sep-13,Single Session,PM,1.5,FALSE,17,17,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
3582,Pocatello,13-Sep-13,,,,Pocatello,College of Arts and Letters,Lower Division,ENGL 1100,TRUE,FALSE,13-Sep-13,First Session,PM,1,FALSE,12,24,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
3500,Pocatello,12-Sep-13,,,,Pocatello,College of Science and Engineering,Graduate,GEOL 4408/5508,FALSE,FALSE,12-Sep-13,Single Session,PM,1.5,FALSE,15,15,Pocatello,Gravely 19,TRUE,Boise,0,Idaho Falls,1,Twin Falls,0,Meridian,1,,0,,0,,0,,0,,0,,0
3502,Pocatello,12-Sep-13,,,,Pocatello,College of Technology,Lower Division,START,TRUE,FALSE,12-Sep-13,Single Session,PM,1.5,FALSE,30,30,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
3580,Pocatello,12-Sep-13,,,,Pocatello,College of Arts and Letters,Lower Division,ENGL 1100,TRUE,FALSE,12-Sep-13,First Session,PM,1.5,FALSE,12,24,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
3676,Pocatello,12-Sep-13,,,,Pocatello,College of Technology,Lower Division,START,TRUE,FALSE,12-Sep-13,Single Session,PM,1.5,TRUE,30,30,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
3569,Pocatello,11-Sep-13,,,,Pocatello,College of Arts and Letters,Upper Division,HIST 4491,TRUE,FALSE,11-Sep-13,Single Session,PM,1.5,FALSE,12,0,Pocatello,LIBR 39,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
3620,Pocatello,11-Sep-13,,,,Pocatello,College of Arts and Letters,Upper Division,HIST 4491,FALSE,FALSE,11-Sep-13,Second Session,PM,3,FALSE,0,12,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
3621,Pocatello,11-Sep-13,,,,Pocatello,College of Education,Graduate,,FALSE,FALSE,11-Sep-13,Single Session,PM,3,FALSE,7,7,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
3677,Pocatello,11-Sep-13,,,,Pocatello,College of Arts and Letters,Upper Division,HIST 4491,TRUE,FALSE,11-Sep-13,Single Session,PM,1.5,TRUE,12,0,Pocatello,LIBR 39,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
3614,Meridian,10-Sep-13,,,,Meridian,Division of Health Sciecnes,Upper Division,PSCI 6603,FALSE,FALSE,10-Sep-13,,PM,2,FALSE,3,0,Meridian,,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
3617,Meridian,09-Sep-13,,,,Meridian,Division of Health Sciecnes,Upper Division,DENT 6619,FALSE,FALSE,09-Sep-13,Single Session,PM,1,FALSE,4,0,Meridian,,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
3501,Pocatello,06-Sep-13,,,,Pocatello,College of Arts and Letters,Upper Division,MUSC3305,TRUE,FALSE,06-Sep-13,,AM,1,FALSE,16,16,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
3590,,06-Sep-13,,,,,Library,Other,LSQ:eBooks,FALSE,FALSE,06-Sep-13,,AM,0.5,FALSE,2,2,,,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
3591,Pocatello,06-Sep-13,,,,Pocatello,Library,Other,LSQ:iPad Tips,FALSE,FALSE,06-Sep-13,Single Session,PM,0.5,FALSE,2,2,Pocatello,LIBR112,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
3611,Pocatello,06-Sep-13,,,,Pocatello,Division of Health Sciecnes,Upper Division,PAS 6602,FALSE,FALSE,06-Sep-13,Single Session,AM,1.5,FALSE,50,0,Pocatello,,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
3514,Pocatello,05-Sep-13,,,,Pocatello,Division of Health Sciences,Upper Division,NTD 4457,FALSE,FALSE,05-Sep-13,Single Session,AM,1,FALSE,12,12,Pocatello,LIBR 212,FALSE,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
3498,Pocatello,04-Sep-13,,,,Pocatello,College of Arts and Letters,Lower Division,ENGL 101,TRUE,FALSE,04-Sep-13,Single Session,PM,2,FALSE,23,23,Pocatello,LIBR 266,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
3541,Pocatello,04-Sep-13,,,,Pocatello,College of Education,Graduate,PE 6640,FALSE,FALSE,04-Sep-13,Single Session,PM,2.5,FALSE,24,24,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
3619,Pocatello,04-Sep-13,,,,Pocatello,College of Arts and Letters,Upper Division,HIST 4491,FALSE,FALSE,04-Sep-13,First Session,PM,3,FALSE,0,10,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
3513,Pocatello,03-Sep-13,,,,Pocatello,Division of Health Sciences,Upper Division,RS 4450,FALSE,FALSE,03-Sep-13,Single Session,AM,2,FALSE,17,17,Pocatello,LIBR 212,FALSE,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
3523,Pocatello,03-Sep-13,,,,Pocatello,Division of Health Sciences,Graduate,CSED 8810,FALSE,FALSE,03-Sep-13,Single Session,PM,1,FALSE,10,10,Pocatello,LIBR 212,FALSE,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
3595,Pocatello,03-Sep-13,,,,Pocatello,Library,Lower Division,LSQ: Research While You Sleep pt 1,FALSE,FALSE,03-Sep-13,,PM,0.5,FALSE,1,1,Pocatello,LIBR 112,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
3596,Pocatello,03-Sep-13,,,,Pocatello,Library,Lower Division,LSQ: Research While You Sleep pt 2,FALSE,FALSE,03-Sep-13,,PM,0.5,FALSE,1,1,Pocatello,LIBR 112,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
3599,Pocatello,03-Sep-13,,,,Pocatello,Library,Lower Division,LSQ: Facebook,FALSE,FALSE,03-Sep-13,,PM,0.5,FALSE,1,1,Pocatello,LIBR 112,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
3565,,02-Sep-13,,,,,Division of Health Sciences,Lower Division,HCA 1110,FALSE,FALSE,02-Sep-13,Single Session,AM,0.5,FALSE,30,30,,,TRUE,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
3588,Pocatello,30-Aug-13,,,,Pocatello,Library,Other,LSQ:eBooks,FALSE,FALSE,30-Aug-13,,AM,0.5,FALSE,1,1,Pocatello,LIBR112,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
3589,,30-Aug-13,,,,,Library,Other,LSQ:iPad tips,FALSE,FALSE,30-Aug-13,,PM,0.5,FALSE,1,1,,,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
3598,Pocatello,30-Aug-13,,,,Pocatello,Library,Lower Division,LSQ: Google Scholar,FALSE,FALSE,30-Aug-13,,AM,0.5,FALSE,1,1,Pocatello,LIBR 112,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
3612,Meridian,30-Aug-13,,,,Meridian,Division of Health Sciecnes,Lower Division,MLS 4414,FALSE,FALSE,30-Aug-13,Single Session,AM,0.5,FALSE,15,0,Meridian,,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
3512,Pocatello,29-Aug-13,,,,Pocatello,Division of Health Sciences,Graduate,CSED 6611,FALSE,FALSE,29-Aug-13,Single Session,AM,1.5,FALSE,10,10,Pocatello,LIBR 212,FALSE,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
3594,Pocatello,29-Aug-13,,,,Pocatello,Library,Lower Division,LSQ: Research While You Sleep pt 2,FALSE,FALSE,29-Aug-13,,AM,0.5,FALSE,2,2,Pocatello,LIBR 112,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
3597,Pocatello,29-Aug-13,,,,Pocatello,Library,Lower Division,LSQ: Facebook,FALSE,FALSE,29-Aug-13,,AM,0.5,FALSE,1,1,Pocatello,LIBR 112,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
3511,Pocatello,28-Aug-13,,,,Pocatello,Division of Health Sciences,Upper Division,NTD 4461,FALSE,FALSE,28-Aug-13,Single Session,AM,1.5,FALSE,20,20,Pocatello,LIBR 212,FALSE,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
3509,Pocatello,23-Aug-13,,,,Pocatello,Division of Health Sciences,Upper Division,DH Library Orientation,FALSE,FALSE,23-Aug-13,Single Session,PM,2,FALSE,30,30,Pocatello,LIBR 212,FALSE,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
3510,Pocatello,23-Aug-13,,,,Pocatello,Division of Health Sciences,Graduate,PTOT Library Orientation,FALSE,FALSE,23-Aug-13,Single Session,AM,1,FALSE,40,40,Pocatello,LIBR 212,FALSE,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
3508,Pocatello,22-Aug-13,,,,Pocatello,Division of Health Sciences,Upper Division,DH Library Orientation,FALSE,FALSE,22-Aug-13,Single Session,PM,2,FALSE,30,30,Pocatello,REND 213,FALSE,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
3524,Pocatello,22-Aug-13,,,,Pocatello,International Program Office,Graduate & Undergraduate,International Student Orientation,FALSE,FALSE,22-Aug-13,Single Session,AM,0.4,FALSE,125,125,Pocatello,Student Union Building,FALSE,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
3507,Pocatello,21-Aug-13,,,,Pocatello,Division of Health Sciences,Graduate,PhD/DNP Nursing Library Orientation,FALSE,FALSE,21-Aug-13,Single Session,AM,1.5,FALSE,9,9,Pocatello,Nursing Building,FALSE,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
3506,Pocatello,14-Aug-13,,,,Pocatello,Division of Health Sciences,Graduate,MSDH Orientation,FALSE,FALSE,14-Aug-13,Single Session,PM,4,FALSE,14,14,Pocatello,REND 213,FALSE,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
3497,Pocatello,30-Jul-13,,,,Pocatello,College of Arts and Letters,Lower Division,ENGL 0090,FALSE,FALSE,30-Jul-13,Third Session,AM,1.5,FALSE,0,1,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
3496,Pocatello,25-Jul-13,,,,Pocatello,College of Arts and Letters,Lower Division,ENGL 0090,FALSE,FALSE,25-Jul-13,Second Session,AM,1.5,FALSE,0,1,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
3495,Pocatello,09-Jul-13,,,,Pocatello,College of Arts and Letters,Lower Division,ENGL 0090,TRUE,FALSE,09-Jul-13,First Session,AM,1.5,FALSE,3,3,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
3564,,03-Jun-13,,,,,Division of Health Sciences,Lower Division,HCA 1110,FALSE,FALSE,03-Jun-13,Single Session,AM,0.5,FALSE,15,15,,,TRUE,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
3414,Pocatello,17-May-13,,,,Pocatello,Library,Other,Ed Hour,FALSE,FALSE,17-May-13,Single Session,PM,1,FALSE,11,0,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
3415,Pocatello,17-May-13,,,,Pocatello,Library,Other,Ed Hour,FALSE,FALSE,17-May-13,Single Session,PM,1,TRUE,11,0,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
3390,Pocatello,16-May-13,,,,Pocatello,Division of Health Sciecnes,Graduate,DENT 6619,FALSE,FALSE,16-May-13,Single Session,AM,2,FALSE,4,4,Pocatello,REND 213,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
3420,Pocatello,16-May-13,,,,Pocatello,Division of Health Sciecnes,Graduate,DENT 6619,FALSE,FALSE,16-May-13,Single Session,AM,2,TRUE,4,4,Pocatello,REND 213,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
3450,Pocatello,16-May-13,,,,Pocatello,Division of Health Sciecnes,Graduate,DENT 6619,FALSE,FALSE,16-May-13,Single Session,AM,2,FALSE,4,4,Pocatello,REND 213,FALSE,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
3393,Pocatello,01-May-13,,,,Pocatello,College of Technology,Lower Division,TGE 100S,TRUE,FALSE,01-May-13,Single Session,PM,1.5,FALSE,4,4,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
3387,Idaho Falls,30-Apr-13,,,,Idaho Falls,College of Arts and Letters,Lower Division,ENGL 102,FALSE,FALSE,30-Apr-13,Fourth Session,AM,0.5,FALSE,24,24,Idaho Falls,iF--CHE 309,TRUE,Boise,0,Idaho Falls,24,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
3383,Idaho Falls,29-Apr-13,,,,Idaho Falls,College of Arts and Letters,Lower Division,ENGL 102,FALSE,FALSE,29-Apr-13,Fourth Session,PM,0.5,FALSE,18,18,Idaho Falls,CHE 309,TRUE,Boise,0,Idaho Falls,18,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
3392,Pocatello,29-Apr-13,,,,Pocatello,College of Technology,Lower Division,TGE 100S,TRUE,FALSE,29-Apr-13,Single Session,PM,2,FALSE,12,12,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
3373,Pocatello,26-Apr-13,,,,Pocatello,College of Techology,Lower Division,ADRN Library Orientation,FALSE,FALSE,26-Apr-13,Single Session,AM,1,FALSE,35,35,Pocatello,CE Nursing Classroom,FALSE,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
3416,Pocatello,26-Apr-13,,,,Pocatello,College of Techology,Lower Division,ADRN Library Orientation,FALSE,FALSE,26-Apr-13,Single Session,AM,1,TRUE,35,35,Pocatello,CE Nursing Classroom,FALSE,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
3372,Pocatello,25-Apr-13,,,,Pocatello,Division of Health Sciences,Upper Division,NTD 4408 Grant Searching,FALSE,FALSE,25-Apr-13,Single Session,AM,1.5,FALSE,12,12,Pocatello,LIBR 212,FALSE,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
3386,Idaho Falls,18-Apr-13,,,,Idaho Falls,College of Arts and Letters,Lower Division,ENGL 102,FALSE,FALSE,18-Apr-13,Third Session,AM,1.5,FALSE,0,24,Idaho Falls,iF--CHE 309,TRUE,Boise,0,Idaho Falls,24,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
3382,Idaho Falls,17-Apr-13,,,,Idaho Falls,College of Arts and Letters,Lower Division,ENGL 102,FALSE,FALSE,17-Apr-13,Third Session,PM,1.5,FALSE,0,18,Idaho Falls,CHE 309,TRUE,Boise,0,Idaho Falls,18,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
3385,Idaho Falls,16-Apr-13,,,,Idaho Falls,College of Arts and Letters,Lower Division,ENGL 102,FALSE,FALSE,16-Apr-13,Second Session,AM,1.5,FALSE,0,24,Idaho Falls,iF--CHE 309,TRUE,Boise,0,Idaho Falls,24,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
3381,Idaho Falls,15-Apr-13,,,,Idaho Falls,College of Arts and Letters,Lower Division,ENGL 102,FALSE,FALSE,15-Apr-13,Second Session,PM,1.5,FALSE,0,18,Idaho Falls,CHE 309,TRUE,Boise,0,Idaho Falls,18,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
3394,Pocatello,15-Apr-13,,,,Pocatello,College of Arts and Letters,Lower Division,ENGL 101,FALSE,FALSE,15-Apr-13,Second Session,AM,1,FALSE,0,16,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
262,Pocatello,12-Apr-13,,,,Pocatello,College of Arts and Letters,Upper Division,ENGL 2281,FALSE,FALSE,12-Apr-13,Single Session,PM,1,FALSE,4,4,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
3492,Pocatello,10-Apr-13,,,,Pocatello,College of Arts and Letters,Lower Division,ENGL 1101,FALSE,FALSE,10-Apr-13,Single Session,AM,1,FALSE,5,5,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
3371,Pocatello,09-Apr-13,,,,Pocatello,Division of Health Sciences,Lower Division,HE 2221,FALSE,FALSE,09-Apr-13,Single Session,AM,1.5,FALSE,13,13,Pocatello,LIBR 212,FALSE,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
3384,Idaho Falls,09-Apr-13,,,,Idaho Falls,College of Arts and Letters,Lower Division,ENGL 102,FALSE,FALSE,09-Apr-13,First Session,AM,1.35,FALSE,24,24,Idaho Falls,IF--CHE 309,TRUE,Boise,0,Idaho Falls,24,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
